image_id,raw_path,processed_path,status,action,reason,sha256,dhash,width,height,raw_mode,processed_mode,is_grayscale,processed_size_bytes
caltech_Faces_001,data/raw/caltech_Faces_001.jpg,data/processed/caltech_Faces_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,c159b0d530f8baeee65501c99baffb40e603b907666f25045d0754ceafffd027,d4dc5a6be8b90941,510.0,337.0,RGB,RGB,False,235915.0
caltech_Faces_002,data/raw/caltech_Faces_002.jpg,data/processed/caltech_Faces_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,396c1f5fa95e700dd272b039102072753d8d34ad9097545b97422c0bed70a6ff,bd9553726b696d66,519.0,343.0,RGB,RGB,False,304971.0
caltech_Faces_003,data/raw/caltech_Faces_003.jpg,data/processed/caltech_Faces_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,058b13aeb7d8b5b4fd37ed55bbc163b78a17809e3f8ffb5a1523fee6bb38f15f,2a1e2f2676663d89,492.0,325.0,RGB,RGB,False,270781.0
caltech_Faces_004,data/raw/caltech_Faces_004.jpg,data/processed/caltech_Faces_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,f46b7a7981cc183694c86a2b8c53922a25fbdf026010de537f08b17369e93f3c,03a1c16564726266,538.0,355.0,RGB,RGB,False,312809.0
caltech_Faces_005,data/raw/caltech_Faces_005.jpg,data/processed/caltech_Faces_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,fb3fe288594cb04cdfdd60f73399335be184be3d432b530994ffbb37cc012d53,7c7c49b9f1f979d1,528.0,349.0,RGB,RGB,False,235098.0
caltech_Faces_006,data/raw/caltech_Faces_006.jpg,data/processed/caltech_Faces_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,21c367e9c582d837befb8dffe599bd02313157c3b67b0d801c3fb0c37032dc0b,f04e63c3c1f16123,513.0,339.0,RGB,RGB,False,286650.0
caltech_Faces_007,data/raw/caltech_Faces_007.jpg,data/processed/caltech_Faces_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,ef0f00fb2161ac05d9261b9d352ffe968ee35bbb9a0007a2d9715aa5d539c8d4,4733a6f2ebdad8cc,545.0,360.0,RGB,RGB,False,266682.0
caltech_Faces_008,data/raw/caltech_Faces_008.jpg,data/processed/caltech_Faces_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,538bfa2912b104385c0eadf08fc8571cfba8e35a72b044632a96b52c9fe1a512,8307878581898981,555.0,367.0,RGB,RGB,False,228275.0
caltech_Faces_009,data/raw/caltech_Faces_009.jpg,data/processed/caltech_Faces_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,98510af92b9e7d24c34314a0abd239dafacefe83f082038be292188c1a35cdc0,b495535212525246,504.0,333.0,RGB,RGB,False,180176.0
caltech_Faces_010,data/raw/caltech_Faces_010.jpg,data/processed/caltech_Faces_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9f3fde35249c1c5b245510e2616e048a42c6109979e8cf5da8ed4e2623aff612,03834346664c4c60,532.0,351.0,RGB,RGB,False,218273.0
caltech_Faces_easy_001,data/raw/caltech_Faces_easy_001.jpg,data/processed/caltech_Faces_easy_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,24816e6276239ad0b51ad2e145ebe33d095f88535e07b409334ed5e51f69a619,620eccc80959ec68,290.0,334.0,RGB,RGB,False,141481.0
caltech_Faces_easy_002,data/raw/caltech_Faces_easy_002.jpg,data/processed/caltech_Faces_easy_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9bf205526e80a2b2089600b52322ce8a18be17063513f14bea94e567ace683ba,2507cce8b97dfc68,263.0,332.0,RGB,RGB,False,149890.0
caltech_Faces_easy_003,data/raw/caltech_Faces_easy_003.jpg,data/processed/caltech_Faces_easy_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,0ee2a32fda88d396249592d86a50321092abf64aba2ff48f6a1c472de58dbd22,02178d8e8f978fc9,279.0,308.0,RGB,RGB,False,146383.0
caltech_Faces_easy_004,data/raw/caltech_Faces_easy_004.jpg,data/processed/caltech_Faces_easy_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,987b4147265647b1eef6ff370ab8873a2993a7296a96be5d7e76b7b58afdd871,6d0fcdf87149e868,261.0,322.0,RGB,RGB,False,131018.0
caltech_Faces_easy_005,data/raw/caltech_Faces_easy_005.jpg,data/processed/caltech_Faces_easy_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,0074b1ab3425ce272807243f81bb962211879735c53cb87998fd4e498063e965,0c0ec8e86969ece8,290.0,330.0,RGB,RGB,False,142702.0
caltech_Faces_easy_006,data/raw/caltech_Faces_easy_006.jpg,data/processed/caltech_Faces_easy_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,b1bcd8341e78e96b33402e691211e174145460684ab90ab2ce4a4f8feefe6b32,080bc9e87869e0c4,289.0,329.0,RGB,RGB,False,161883.0
caltech_Faces_easy_007,data/raw/caltech_Faces_easy_007.jpg,data/processed/caltech_Faces_easy_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,38b9cc99364b3bd53cfbdce6e5a7d6bc02c998736c7046e72e86f37933c49662,7317cdecbd7df869,276.0,342.0,RGB,RGB,False,138602.0
caltech_Faces_easy_008,data/raw/caltech_Faces_easy_008.jpg,data/processed/caltech_Faces_easy_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,852ef80b6f727a2551ffbbe24bad416fbccc596465f3248e62f6ea96a1f13fa9,fb87ecf839696868,287.0,335.0,RGB,RGB,False,132426.0
caltech_Faces_easy_009,data/raw/caltech_Faces_easy_009.jpg,data/processed/caltech_Faces_easy_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,8a6d7f1bfc2526e53ed6f3a1ed726cf5636aeb76ab3a1a0b817ea47c4919d032,230fccc84959c8e9,263.0,324.0,RGB,RGB,False,110427.0
caltech_Faces_easy_010,data/raw/caltech_Faces_easy_010.jpg,data/processed/caltech_Faces_easy_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,e8a4ef82dbe9274a27b004232780ef094bb361632d707c2670ae0cccc513586b,4f8f4de823616061,264.0,331.0,RGB,RGB,False,120933.0
caltech_Leopards_001,data/raw/caltech_Leopards_001.jpg,data/processed/caltech_Leopards_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,59253b1af0f08e623d7ab21dddbf689be4e703ea8dd7ec8c459a646c86a07a8f,9191f0d4513512d2,192.0,128.0,RGB,RGB,False,44698.0
caltech_Leopards_002,data/raw/caltech_Leopards_002.jpg,data/processed/caltech_Leopards_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,30d31b3e27f09420ea04406c69c2a9c216b74a0ed145d27e37f11bdd83ee3295,31b1d0d050d1b030,192.0,128.0,RGB,RGB,False,47996.0
caltech_Leopards_003,data/raw/caltech_Leopards_003.jpg,data/processed/caltech_Leopards_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,35048eb13198d8cf5123d40fe67077d4f993c73dc6afb49c420d6cb74c40e0d8,70b1b49c867661e4,192.0,128.0,RGB,RGB,False,46603.0
caltech_Leopards_004,data/raw/caltech_Leopards_004.jpg,data/processed/caltech_Leopards_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,60db2f6038b46aa8d05d9c4c57dba44cde8f7254da20bda77d05a8cd8951ade0,75d5931617179395,192.0,128.0,RGB,RGB,False,47572.0
caltech_Leopards_005,data/raw/caltech_Leopards_005.jpg,data/processed/caltech_Leopards_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,0447fec09688c436aa9ec071bc68e8387b6df812352e59420cad6941a1e7ef90,3515725656363611,192.0,128.0,RGB,RGB,False,46140.0
caltech_Leopards_006,data/raw/caltech_Leopards_006.jpg,data/processed/caltech_Leopards_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,473f31441c7804432231e4c5970f72a635ccb3f5d565a02b8c42c6e1f605dd05,f0f2f33617939191,192.0,128.0,RGB,RGB,False,49620.0
caltech_Leopards_007,data/raw/caltech_Leopards_007.jpg,data/processed/caltech_Leopards_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,3f69662ac9b43e69163b60d6777b076d3ef93167eec804f0a142e1644bdcc667,f1f0d26762626152,192.0,128.0,RGB,RGB,False,49030.0
caltech_Leopards_008,data/raw/caltech_Leopards_008.jpg,data/processed/caltech_Leopards_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,40bea9e210a5bc2ef7cac985fb5dde0a817a374ecec812cfdc7c2f23351edc8b,90b03153941172d0,192.0,128.0,RGB,RGB,False,50238.0
caltech_Leopards_009,data/raw/caltech_Leopards_009.jpg,data/processed/caltech_Leopards_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,2d799dcc5014a9d0c9057f91a1357f003e63c3cbcecb563c0d8fc6eb95752d34,71f071f076f2f4f3,192.0,128.0,RGB,RGB,False,42860.0
caltech_Leopards_010,data/raw/caltech_Leopards_010.jpg,data/processed/caltech_Leopards_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,bcd8ca492fd1aad9cf9a8a03e33433c91438fd0f0f32b9a55b77104e81acd138,d070717272529470,192.0,128.0,RGB,RGB,False,37733.0
caltech_Motorbikes_001,data/raw/caltech_Motorbikes_001.jpg,data/processed/caltech_Motorbikes_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,0f5658383dbe4349075164d7ac5597adbca84389f8c646c6345f42f5436f8913,06822646cdcf49cc,262.0,161.0,RGB,RGB,False,33067.0
caltech_Motorbikes_002,data/raw/caltech_Motorbikes_002.jpg,data/processed/caltech_Motorbikes_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,234e344a0587edfb957017efe9c3c3a834aeb8278ff037993f5f24ead2606e2d,040326468dcfc9cc,263.0,162.0,RGB,RGB,False,34894.0
caltech_Motorbikes_003,data/raw/caltech_Motorbikes_003.jpg,data/processed/caltech_Motorbikes_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,61576c996c49e93146986e290fafb016080faba0ece731d983b789d7a28d536c,44114cc68f8dc9cc,263.0,163.0,RGB,RGB,False,40234.0
caltech_Motorbikes_004,data/raw/caltech_Motorbikes_004.jpg,data/processed/caltech_Motorbikes_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,0eff09c59249388234019a70bd301995f10ed29d514d7b2d14acbb1e0dd0260a,c412c4c68d8d898c,262.0,150.0,RGB,RGB,False,35294.0
caltech_Motorbikes_005,data/raw/caltech_Motorbikes_005.jpg,data/processed/caltech_Motorbikes_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,dc9370f390b173a0fa7a2caaeada4dfcc7b655411c2c7a4d4de7007eb4f05791,048326d68dcccd4c,262.0,166.0,RGB,RGB,False,33492.0
caltech_Motorbikes_006,data/raw/caltech_Motorbikes_006.jpg,data/processed/caltech_Motorbikes_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,723587d68f473eafb3af2daeea1da8b48d28b5a8351976803415f061ac076346,44026e46cfcfcd4c,262.0,163.0,RGB,RGB,False,31686.0
caltech_Motorbikes_007,data/raw/caltech_Motorbikes_007.jpg,data/processed/caltech_Motorbikes_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,28e03605ec57503cacc35e04b0769561c8382c1b5dacdc49c9e6e57d07662fcc,442a46ce898fcd4c,262.0,138.0,RGB,RGB,False,29744.0
caltech_Motorbikes_008,data/raw/caltech_Motorbikes_008.jpg,data/processed/caltech_Motorbikes_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,84598b459f85a46a587311093bb593b345894eceedac3d6c10760f58f99ec7b6,802e46cecdcfcd4c,262.0,143.0,RGB,RGB,False,32916.0
caltech_Motorbikes_009,data/raw/caltech_Motorbikes_009.jpg,data/processed/caltech_Motorbikes_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,4d317447bd5f4a5965209e7dfb8950ceace775fcc467177b26e321edb231a000,028d2c8e8dcfcd4c,262.0,153.0,RGB,RGB,False,37658.0
caltech_Motorbikes_010,data/raw/caltech_Motorbikes_010.jpg,data/processed/caltech_Motorbikes_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9c27aa3f94e06f4750cfa71ff33c3b6e9a7e03798a5efac3bfd522c51789f61b,000a064ecd4f4dcc,263.0,148.0,RGB,RGB,False,32514.0
caltech_accordion_001,data/raw/caltech_accordion_001.jpg,data/processed/caltech_accordion_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,e1f77ff1e327056e0a3998a8b60b347c2d2ac325458fb959cb097d797c05648f,3012ce8e071c3c62,260.0,300.0,RGB,RGB,False,144830.0
caltech_accordion_002,data/raw/caltech_accordion_002.jpg,data/processed/caltech_accordion_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,aa8e1a5f36e43a4d075da5bbd451e2d446fabe70e6334e6c332b9c94033cc4db,31d0e1d39572fce1,232.0,300.0,RGB,RGB,False,119763.0
caltech_accordion_003,data/raw/caltech_accordion_003.jpg,data/processed/caltech_accordion_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,c4a46049990aee726c12be448cd1df928fec9d9b2f39ed6eb6c14a4e0f58feec,b396cd64c88d1632,300.0,282.0,RGB,RGB,False,168517.0
caltech_accordion_004,data/raw/caltech_accordion_004.jpg,data/processed/caltech_accordion_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9fe627df37dd9584d1237d8efad00fe656de7e0da43e8dba3068ec2cbb55ba56,643c3d5a464601b9,300.0,199.0,RGB,RGB,False,117437.0
caltech_accordion_005,data/raw/caltech_accordion_005.jpg,data/processed/caltech_accordion_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,987c1753c43180c5dcc2629a0b1fdf708fe25a7d85458592e808c0128271c385,32103273b479e281,223.0,300.0,RGB,RGB,False,63624.0
caltech_accordion_006,data/raw/caltech_accordion_006.jpg,data/processed/caltech_accordion_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,ac39f7e4433c96860af4d9f564383152c4348c43068385d48cd5df2f07561533,33970f2ecc0d1632,300.0,270.0,RGB,RGB,False,134584.0
caltech_accordion_007,data/raw/caltech_accordion_007.jpg,data/processed/caltech_accordion_007.png,VALID,CONVERTED_FROM_GRAYSCALE,Passed all integrity and duplicate checks,5f64f0a709d9f984b914d1b12f59a8f13445b244dc41e378ebf7165da1f29519,67361e468c0552b8,300.0,225.0,L,RGB,True,90352.0
caltech_accordion_008,data/raw/caltech_accordion_008.jpg,data/processed/caltech_accordion_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9f9c536d9053d042f3f1d67942308d482e6533ed98f03b49a4f7cfcc724ceab8,63b695232ec4963a,300.0,238.0,RGB,RGB,False,96794.0
caltech_accordion_009,data/raw/caltech_accordion_009.jpg,data/processed/caltech_accordion_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,b4c68ddd0c8ee224ff589ec5f689e26c1da246a6aacd688c6b18c3161c1a3786,78d1930f9c38f8c5,209.0,300.0,RGB,RGB,False,124829.0
caltech_accordion_010,data/raw/caltech_accordion_010.jpg,data/processed/caltech_accordion_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,e1a018d351aac8fb1b7d47c4ae883b66d47ce5cc8101b490e2d77cfc36343e22,6376dc392864d2b8,300.0,225.0,RGB,RGB,False,113775.0
caltech_airplanes_001,data/raw/caltech_airplanes_001.jpg,data/processed/caltech_airplanes_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,419fea6bcbd205a1549501bdef64d1e8285a86a78480766cd29b92faadfa268c,09694ac9698d298a,398.0,164.0,RGB,RGB,False,79572.0
caltech_airplanes_002,data/raw/caltech_airplanes_002.jpg,data/processed/caltech_airplanes_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,6f6ffd46f512349193c9ab7c6570ff18de5c790f8537ee35da2b61d562da873c,8040424e0e060000,401.0,184.0,RGB,RGB,False,68058.0
caltech_airplanes_003,data/raw/caltech_airplanes_003.jpg,data/processed/caltech_airplanes_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,1c9befbaf31fefd5434093dd3430e72b652cd2606890b13cbd4d3e2aed8bfdab,2848696ece4e4e88,393.0,165.0,RGB,RGB,False,86145.0
caltech_airplanes_004,data/raw/caltech_airplanes_004.jpg,data/processed/caltech_airplanes_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,b6a17ef0390f18e2d98191e574c2a342f320916749e0b17a7bfa6ba48341fd91,0800c3224b4e0700,393.0,170.0,RGB,RGB,False,114914.0
caltech_airplanes_005,data/raw/caltech_airplanes_005.jpg,data/processed/caltech_airplanes_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,f6f335854d6b30c9c7c95935c54d55c516eb168c744b09887de922df700c363d,888a08cccecc4e88,395.0,176.0,RGB,RGB,False,111345.0
caltech_airplanes_006,data/raw/caltech_airplanes_006.jpg,data/processed/caltech_airplanes_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,8177f28cbb3a91b6dfeb5ef349355d276cf9649abeefae4f9c7ba762a1d7587b,0e4e8e8d2aee8c4e,393.0,147.0,RGB,RGB,False,66554.0
caltech_airplanes_007,data/raw/caltech_airplanes_007.jpg,data/processed/caltech_airplanes_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,3689745d9cd12b42521fc9df017043f53938d3419bbc689e1ac5a884be00b8ef,cfef69ee6e0fceca,391.0,148.0,RGB,RGB,False,65844.0
caltech_airplanes_008,data/raw/caltech_airplanes_008.jpg,data/processed/caltech_airplanes_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,6b8eec29276c61d209a7beb06071145b9c11e76437ebdea2c0b802f66c6e9aa2,0ace842d23c20cce,395.0,149.0,RGB,RGB,False,101154.0
caltech_airplanes_009,data/raw/caltech_airplanes_009.jpg,data/processed/caltech_airplanes_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,39e7a1ff20d08ddc2a919020403b7066a58522998708cc3bf787906acd8470e5,4bed6c4e4b4c4c4c,392.0,161.0,RGB,RGB,False,79880.0
caltech_airplanes_010,data/raw/caltech_airplanes_010.jpg,data/processed/caltech_airplanes_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,1eacc0ce23cf75c4b5ba759d2b0e47a1a87dfe46ddf5483feec475114a98ceaf,0c0d4c4c4e8e2e0a,397.0,137.0,RGB,RGB,False,64837.0
caltech_anchor_001,data/raw/caltech_anchor_001.jpg,data/processed/caltech_anchor_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,82a3b9c7a9731541b73b68617ed511b57427f2ea79419eabd3a6d54b9416529d,060d4c3ba83c0520,300.0,187.0,RGB,RGB,False,31786.0
caltech_anchor_002,data/raw/caltech_anchor_002.jpg,data/processed/caltech_anchor_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,8b09d54dbde8a273fa38ff41a0ebeaa61d4cb54b9bcabfe2008ded8d80361db4,165ed91919d95c56,300.0,234.0,RGB,RGB,False,82533.0
caltech_anchor_003,data/raw/caltech_anchor_003.jpg,data/processed/caltech_anchor_003.png,VALID,CONVERTED_FROM_GRAYSCALE,Passed all integrity and duplicate checks,6b62e365cd9db267a1c77945a43978ea84119c6679bdc1947eaab0b660d84fd2,0e0d29c8488b252d,300.0,270.0,L,RGB,True,116519.0
caltech_anchor_004,data/raw/caltech_anchor_004.jpg,data/processed/caltech_anchor_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,85f856ab4ecef3e52a60b1ec34ae8a7b5d10b2dce550320111699dadce11b9fd,11d1c396b0c888bd,300.0,263.0,RGB,RGB,False,126876.0
caltech_anchor_005,data/raw/caltech_anchor_005.jpg,data/processed/caltech_anchor_005.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,45d016a3d525402b8a0e691066a5c81383afb1208999ac9529274e0f3076a741,044c88a0a208ac04,265.0,300.0,RGB,RGB,False,29487.0
caltech_anchor_006,data/raw/caltech_anchor_006.jpg,data/processed/caltech_anchor_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,9a2d62a036a676bc602bce31e4d91ccff6f9bb12ca6345ffbbc019a724a959bf,1152614553d1fdf0,300.0,255.0,RGB,RGB,False,153676.0
caltech_anchor_007,data/raw/caltech_anchor_007.jpg,data/processed/caltech_anchor_007.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,414ed79ccee911a0e10a6c4baf9343115c4342246c24ffcbe34fecf25aea63fd,62d6cc682cf878f9,300.0,269.0,RGB,RGB,False,119148.0
caltech_anchor_008,data/raw/caltech_anchor_008.jpg,data/processed/caltech_anchor_008.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,8d5ab9bfb7b8a92b6be348a14a8a673b38059404d5c2b568ab8d2618f3fd2277,4d4968a32470384e,300.0,252.0,RGB,RGB,False,63698.0
caltech_anchor_009,data/raw/caltech_anchor_009.jpg,data/processed/caltech_anchor_009.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,81c67500d7ae2962bf35c814764a4b4c90eaa185b0a53a0a4d36c41ea0af88b2,305c7840d1d044f4,300.0,297.0,RGB,RGB,False,50932.0
caltech_anchor_010,data/raw/caltech_anchor_010.jpg,data/processed/caltech_anchor_010.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,8c8a1ea6852c9b52970041583fe2336b886b3b88254d7a10b9325ca8e671a9b5,34088c6dc3ed9aa9,270.0,300.0,RGB,RGB,False,115288.0
caltech_ant_001,data/raw/caltech_ant_001.jpg,data/processed/caltech_ant_001.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,d0ed203b490efa13b89928e082c3728fdc4c5a13340d9a205f2856affd7b00a5,3f169ec84dcd79f9,300.0,205.0,RGB,RGB,False,84205.0
caltech_ant_002,data/raw/caltech_ant_002.jpg,data/processed/caltech_ant_002.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,b9329b847b27856d22460d7459dc3e5cd49099e6e66b76a41de193e313c7b4a7,b9110129a43635c4,300.0,200.0,RGB,RGB,False,79158.0
caltech_ant_003,data/raw/caltech_ant_003.jpg,data/processed/caltech_ant_003.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,ffeb366419a3725053fc2495d5e55a2402848ca0e78ed6ce52da0780cbd51a1f,723367faa29ab370,273.0,300.0,RGB,RGB,False,156085.0
caltech_ant_004,data/raw/caltech_ant_004.jpg,data/processed/caltech_ant_004.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,e6ada6ff5368a97e153e9f4337b90592c2742182d45fd1787e08762850984c45,5594f416a7e19575,300.0,235.0,RGB,RGB,False,66990.0
caltech_ant_005,data/raw/caltech_ant_005.jpg,data/processed/caltech_ant_005.png,VALID,CONVERTED_FROM_GRAYSCALE,Passed all integrity and duplicate checks,f17752168b7ccdd7f63342a06d41e093031cb969186ef3e19a59b02a3a5dd086,3031f4dc465d31e3,300.0,225.0,L,RGB,True,88802.0
caltech_ant_006,data/raw/caltech_ant_006.jpg,data/processed/caltech_ant_006.png,VALID,KEPT_UNCHANGED,Passed all integrity and duplicate checks,f2aa345a20bf68c0f50ad89f49aa1af1e8aeabbf2773e85d2cddb66de30e6d55,7991f2f3872d1a88,300.0,256.0,RGB,RGB,False,86291.0
