image_id,file_path,split
caltech_barrel_004,data/processed/caltech_barrel_004.png,train
caltech_emu_001,data/processed/caltech_emu_001.png,train
caltech_anchor_004,data/processed/caltech_anchor_004.png,train
caltech_dragonfly_006,data/processed/caltech_dragonfly_006.png,train
caltech_hedgehog_008,data/processed/caltech_hedgehog_008.png,train
caltech_mayfly_005,data/processed/caltech_mayfly_005.png,train
caltech_strawberry_010,data/processed/caltech_strawberry_010.png,train
caltech_flamingo_head_001,data/processed/caltech_flamingo_head_001.png,train
caltech_stapler_004,data/processed/caltech_stapler_004.png,train
caltech_cougar_face_007,data/processed/caltech_cougar_face_007.png,train
caltech_wheelchair_003,data/processed/caltech_wheelchair_003.png,train
caltech_ant_002,data/processed/caltech_ant_002.png,train
caltech_Faces_001,data/processed/caltech_Faces_001.png,train
caltech_electric_guitar_009,data/processed/caltech_electric_guitar_009.png,train
caltech_scorpion_010,data/processed/caltech_scorpion_010.png,train
caltech_ceiling_fan_001,data/processed/caltech_ceiling_fan_001.png,train
caltech_stop_sign_003,data/processed/caltech_stop_sign_003.png,train
caltech_flamingo_004,data/processed/caltech_flamingo_004.png,train
caltech_ceiling_fan_009,data/processed/caltech_ceiling_fan_009.png,train
kodim08,data/processed/kodim08.png,train
caltech_wrench_010,data/processed/caltech_wrench_010.png,train
caltech_octopus_001,data/processed/caltech_octopus_001.png,train
caltech_pagoda_008,data/processed/caltech_pagoda_008.png,train
caltech_panda_006,data/processed/caltech_panda_006.png,train
caltech_crayfish_010,data/processed/caltech_crayfish_010.png,train
caltech_sea_horse_004,data/processed/caltech_sea_horse_004.png,train
caltech_saxophone_004,data/processed/caltech_saxophone_004.png,train
caltech_Faces_easy_009,data/processed/caltech_Faces_easy_009.png,train
caltech_ibis_006,data/processed/caltech_ibis_006.png,train
caltech_wrench_001,data/processed/caltech_wrench_001.png,train
caltech_panda_002,data/processed/caltech_panda_002.png,train
caltech_buddha_008,data/processed/caltech_buddha_008.png,train
caltech_water_lilly_002,data/processed/caltech_water_lilly_002.png,train
caltech_butterfly_006,data/processed/caltech_butterfly_006.png,train
caltech_emu_002,data/processed/caltech_emu_002.png,train
caltech_pyramid_007,data/processed/caltech_pyramid_007.png,train
caltech_ewer_004,data/processed/caltech_ewer_004.png,train
edge_03_dense_texture,data/processed/edge_03_dense_texture.png,train
caltech_bass_005,data/processed/caltech_bass_005.png,train
caltech_tick_010,data/processed/caltech_tick_010.png,train
caltech_Faces_easy_006,data/processed/caltech_Faces_easy_006.png,train
caltech_mandolin_010,data/processed/caltech_mandolin_010.png,train
caltech_flamingo_head_010,data/processed/caltech_flamingo_head_010.png,train
caltech_laptop_005,data/processed/caltech_laptop_005.png,train
caltech_Leopards_010,data/processed/caltech_Leopards_010.png,train
caltech_car_side_009,data/processed/caltech_car_side_009.png,train
caltech_schooner_004,data/processed/caltech_schooner_004.png,train
caltech_mayfly_001,data/processed/caltech_mayfly_001.png,train
caltech_Motorbikes_003,data/processed/caltech_Motorbikes_003.png,train
caltech_wrench_006,data/processed/caltech_wrench_006.png,train
caltech_ewer_010,data/processed/caltech_ewer_010.png,train
caltech_scorpion_002,data/processed/caltech_scorpion_002.png,train
caltech_bonsai_010,data/processed/caltech_bonsai_010.png,train
caltech_Faces_easy_005,data/processed/caltech_Faces_easy_005.png,train
caltech_water_lilly_007,data/processed/caltech_water_lilly_007.png,train
caltech_sunflower_004,data/processed/caltech_sunflower_004.png,train
caltech_snoopy_001,data/processed/caltech_snoopy_001.png,train
caltech_ferry_003,data/processed/caltech_ferry_003.png,train
caltech_electric_guitar_001,data/processed/caltech_electric_guitar_001.png,train
caltech_crocodile_001,data/processed/caltech_crocodile_001.png,train
caltech_platypus_006,data/processed/caltech_platypus_006.png,train
caltech_dragonfly_005,data/processed/caltech_dragonfly_005.png,train
caltech_watch_007,data/processed/caltech_watch_007.png,train
caltech_buddha_005,data/processed/caltech_buddha_005.png,train
caltech_camera_009,data/processed/caltech_camera_009.png,train
caltech_snoopy_009,data/processed/caltech_snoopy_009.png,train
caltech_menorah_006,data/processed/caltech_menorah_006.png,train
caltech_flamingo_010,data/processed/caltech_flamingo_010.png,train
caltech_starfish_004,data/processed/caltech_starfish_004.png,train
caltech_barrel_001,data/processed/caltech_barrel_001.png,train
caltech_cup_005,data/processed/caltech_cup_005.png,train
caltech_Motorbikes_004,data/processed/caltech_Motorbikes_004.png,train
caltech_euphonium_004,data/processed/caltech_euphonium_004.png,train
caltech_binocular_005,data/processed/caltech_binocular_005.png,train
caltech_cellphone_010,data/processed/caltech_cellphone_010.png,train
caltech_strawberry_008,data/processed/caltech_strawberry_008.png,train
caltech_schooner_007,data/processed/caltech_schooner_007.png,train
edge_01_smooth_gradient,data/processed/edge_01_smooth_gradient.png,train
caltech_beaver_007,data/processed/caltech_beaver_007.png,train
caltech_crocodile_007,data/processed/caltech_crocodile_007.png,train
caltech_ceiling_fan_002,data/processed/caltech_ceiling_fan_002.png,train
caltech_BACKGROUND_Google_001,data/processed/caltech_BACKGROUND_Google_001.png,train
caltech_sunflower_007,data/processed/caltech_sunflower_007.png,train
caltech_anchor_002,data/processed/caltech_anchor_002.png,train
caltech_lobster_003,data/processed/caltech_lobster_003.png,train
caltech_stapler_009,data/processed/caltech_stapler_009.png,train
kodim12,data/processed/kodim12.png,train
caltech_crocodile_002,data/processed/caltech_crocodile_002.png,train
caltech_trilobite_008,data/processed/caltech_trilobite_008.png,train
caltech_platypus_010,data/processed/caltech_platypus_010.png,train
caltech_strawberry_001,data/processed/caltech_strawberry_001.png,train
caltech_Leopards_004,data/processed/caltech_Leopards_004.png,train
caltech_soccer_ball_006,data/processed/caltech_soccer_ball_006.png,train
caltech_chandelier_010,data/processed/caltech_chandelier_010.png,train
caltech_buddha_006,data/processed/caltech_buddha_006.png,train
caltech_airplanes_006,data/processed/caltech_airplanes_006.png,train
caltech_binocular_002,data/processed/caltech_binocular_002.png,train
caltech_anchor_003,data/processed/caltech_anchor_003.png,train
caltech_hawksbill_003,data/processed/caltech_hawksbill_003.png,train
caltech_Motorbikes_002,data/processed/caltech_Motorbikes_002.png,train
caltech_cup_010,data/processed/caltech_cup_010.png,train
caltech_elephant_006,data/processed/caltech_elephant_006.png,train
caltech_bass_003,data/processed/caltech_bass_003.png,train
caltech_mandolin_002,data/processed/caltech_mandolin_002.png,train
caltech_umbrella_004,data/processed/caltech_umbrella_004.png,train
caltech_rooster_006,data/processed/caltech_rooster_006.png,train
caltech_cannon_009,data/processed/caltech_cannon_009.png,train
caltech_gramophone_003,data/processed/caltech_gramophone_003.png,train
caltech_garfield_006,data/processed/caltech_garfield_006.png,train
caltech_wild_cat_010,data/processed/caltech_wild_cat_010.png,train
caltech_butterfly_007,data/processed/caltech_butterfly_007.png,train
caltech_soccer_ball_008,data/processed/caltech_soccer_ball_008.png,train
caltech_sunflower_009,data/processed/caltech_sunflower_009.png,train
caltech_rhino_005,data/processed/caltech_rhino_005.png,train
caltech_wheelchair_002,data/processed/caltech_wheelchair_002.png,train
caltech_butterfly_002,data/processed/caltech_butterfly_002.png,train
caltech_camera_001,data/processed/caltech_camera_001.png,train
caltech_barrel_005,data/processed/caltech_barrel_005.png,train
caltech_wrench_003,data/processed/caltech_wrench_003.png,train
caltech_bonsai_008,data/processed/caltech_bonsai_008.png,train
caltech_pigeon_005,data/processed/caltech_pigeon_005.png,train
caltech_windsor_chair_001,data/processed/caltech_windsor_chair_001.png,train
caltech_soccer_ball_005,data/processed/caltech_soccer_ball_005.png,train
caltech_wrench_008,data/processed/caltech_wrench_008.png,train
caltech_sunflower_006,data/processed/caltech_sunflower_006.png,train
caltech_brain_006,data/processed/caltech_brain_006.png,train
caltech_metronome_010,data/processed/caltech_metronome_010.png,train
caltech_cup_007,data/processed/caltech_cup_007.png,train
caltech_ibis_007,data/processed/caltech_ibis_007.png,train
caltech_bonsai_002,data/processed/caltech_bonsai_002.png,train
caltech_cannon_003,data/processed/caltech_cannon_003.png,train
caltech_chair_008,data/processed/caltech_chair_008.png,train
caltech_dollar_bill_007,data/processed/caltech_dollar_bill_007.png,train
kodim04,data/processed/kodim04.png,train
caltech_panda_007,data/processed/caltech_panda_007.png,train
caltech_okapi_002,data/processed/caltech_okapi_002.png,train
caltech_Faces_009,data/processed/caltech_Faces_009.png,train
caltech_buddha_003,data/processed/caltech_buddha_003.png,train
caltech_brain_001,data/processed/caltech_brain_001.png,train
caltech_ferry_010,data/processed/caltech_ferry_010.png,train
caltech_revolver_001,data/processed/caltech_revolver_001.png,train
caltech_lotus_010,data/processed/caltech_lotus_010.png,train
caltech_stegosaurus_008,data/processed/caltech_stegosaurus_008.png,train
caltech_hawksbill_004,data/processed/caltech_hawksbill_004.png,train
caltech_ibis_009,data/processed/caltech_ibis_009.png,train
caltech_rhino_008,data/processed/caltech_rhino_008.png,train
caltech_stapler_005,data/processed/caltech_stapler_005.png,train
caltech_brontosaurus_008,data/processed/caltech_brontosaurus_008.png,train
caltech_windsor_chair_007,data/processed/caltech_windsor_chair_007.png,train
caltech_crayfish_005,data/processed/caltech_crayfish_005.png,train
caltech_headphone_005,data/processed/caltech_headphone_005.png,train
caltech_mayfly_006,data/processed/caltech_mayfly_006.png,train
caltech_tick_001,data/processed/caltech_tick_001.png,train
caltech_strawberry_007,data/processed/caltech_strawberry_007.png,train
caltech_anchor_005,data/processed/caltech_anchor_005.png,train
caltech_mayfly_010,data/processed/caltech_mayfly_010.png,train
caltech_revolver_003,data/processed/caltech_revolver_003.png,train
caltech_cougar_face_002,data/processed/caltech_cougar_face_002.png,train
caltech_cannon_010,data/processed/caltech_cannon_010.png,train
caltech_cougar_body_010,data/processed/caltech_cougar_body_010.png,train
caltech_bass_008,data/processed/caltech_bass_008.png,train
caltech_ibis_008,data/processed/caltech_ibis_008.png,train
caltech_Motorbikes_005,data/processed/caltech_Motorbikes_005.png,train
caltech_octopus_007,data/processed/caltech_octopus_007.png,train
caltech_cougar_face_009,data/processed/caltech_cougar_face_009.png,train
caltech_crocodile_009,data/processed/caltech_crocodile_009.png,train
caltech_car_side_008,data/processed/caltech_car_side_008.png,train
caltech_stop_sign_009,data/processed/caltech_stop_sign_009.png,train
caltech_tick_009,data/processed/caltech_tick_009.png,train
caltech_camera_006,data/processed/caltech_camera_006.png,train
caltech_hedgehog_004,data/processed/caltech_hedgehog_004.png,train
caltech_pagoda_010,data/processed/caltech_pagoda_010.png,train
caltech_laptop_010,data/processed/caltech_laptop_010.png,train
caltech_nautilus_002,data/processed/caltech_nautilus_002.png,train
caltech_bonsai_003,data/processed/caltech_bonsai_003.png,train
caltech_wheelchair_001,data/processed/caltech_wheelchair_001.png,train
caltech_bonsai_004,data/processed/caltech_bonsai_004.png,train
caltech_snoopy_006,data/processed/caltech_snoopy_006.png,train
caltech_stegosaurus_005,data/processed/caltech_stegosaurus_005.png,train
caltech_water_lilly_004,data/processed/caltech_water_lilly_004.png,train
caltech_ibis_010,data/processed/caltech_ibis_010.png,train
caltech_BACKGROUND_Google_008,data/processed/caltech_BACKGROUND_Google_008.png,train
caltech_cougar_face_004,data/processed/caltech_cougar_face_004.png,train
caltech_starfish_001,data/processed/caltech_starfish_001.png,train
caltech_nautilus_004,data/processed/caltech_nautilus_004.png,train
caltech_scorpion_008,data/processed/caltech_scorpion_008.png,train
caltech_joshua_tree_003,data/processed/caltech_joshua_tree_003.png,train
caltech_wild_cat_005,data/processed/caltech_wild_cat_005.png,train
caltech_hawksbill_001,data/processed/caltech_hawksbill_001.png,train
caltech_BACKGROUND_Google_010,data/processed/caltech_BACKGROUND_Google_010.png,train
caltech_beaver_006,data/processed/caltech_beaver_006.png,train
caltech_pigeon_006,data/processed/caltech_pigeon_006.png,train
caltech_lamp_003,data/processed/caltech_lamp_003.png,train
caltech_pagoda_005,data/processed/caltech_pagoda_005.png,train
caltech_cougar_body_008,data/processed/caltech_cougar_body_008.png,train
caltech_beaver_002,data/processed/caltech_beaver_002.png,train
caltech_grand_piano_001,data/processed/caltech_grand_piano_001.png,train
caltech_rooster_002,data/processed/caltech_rooster_002.png,train
caltech_ceiling_fan_006,data/processed/caltech_ceiling_fan_006.png,train
caltech_panda_010,data/processed/caltech_panda_010.png,train
caltech_wheelchair_010,data/processed/caltech_wheelchair_010.png,train
caltech_ibis_002,data/processed/caltech_ibis_002.png,train
caltech_bass_007,data/processed/caltech_bass_007.png,train
caltech_hawksbill_007,data/processed/caltech_hawksbill_007.png,train
caltech_dalmatian_001,data/processed/caltech_dalmatian_001.png,train
caltech_ketch_008,data/processed/caltech_ketch_008.png,train
caltech_inline_skate_007,data/processed/caltech_inline_skate_007.png,train
caltech_gramophone_010,data/processed/caltech_gramophone_010.png,train
caltech_tick_006,data/processed/caltech_tick_006.png,train
caltech_stop_sign_006,data/processed/caltech_stop_sign_006.png,train
caltech_lobster_008,data/processed/caltech_lobster_008.png,train
caltech_dragonfly_003,data/processed/caltech_dragonfly_003.png,train
caltech_beaver_009,data/processed/caltech_beaver_009.png,train
caltech_headphone_006,data/processed/caltech_headphone_006.png,train
caltech_umbrella_006,data/processed/caltech_umbrella_006.png,train
caltech_stapler_003,data/processed/caltech_stapler_003.png,train
caltech_elephant_003,data/processed/caltech_elephant_003.png,train
caltech_ewer_006,data/processed/caltech_ewer_006.png,train
caltech_bass_010,data/processed/caltech_bass_010.png,train
caltech_headphone_004,data/processed/caltech_headphone_004.png,train
caltech_dalmatian_008,data/processed/caltech_dalmatian_008.png,train
caltech_beaver_010,data/processed/caltech_beaver_010.png,train
caltech_dalmatian_007,data/processed/caltech_dalmatian_007.png,train
caltech_hedgehog_002,data/processed/caltech_hedgehog_002.png,train
caltech_crab_005,data/processed/caltech_crab_005.png,train
caltech_ewer_008,data/processed/caltech_ewer_008.png,train
caltech_dalmatian_005,data/processed/caltech_dalmatian_005.png,train
caltech_trilobite_009,data/processed/caltech_trilobite_009.png,train
caltech_laptop_008,data/processed/caltech_laptop_008.png,train
caltech_helicopter_007,data/processed/caltech_helicopter_007.png,train
caltech_metronome_002,data/processed/caltech_metronome_002.png,train
caltech_cougar_body_006,data/processed/caltech_cougar_body_006.png,train
caltech_joshua_tree_002,data/processed/caltech_joshua_tree_002.png,train
caltech_rooster_009,data/processed/caltech_rooster_009.png,train
caltech_laptop_009,data/processed/caltech_laptop_009.png,train
caltech_metronome_008,data/processed/caltech_metronome_008.png,train
caltech_crocodile_head_003,data/processed/caltech_crocodile_head_003.png,train
caltech_umbrella_003,data/processed/caltech_umbrella_003.png,train
caltech_dollar_bill_006,data/processed/caltech_dollar_bill_006.png,train
caltech_sea_horse_009,data/processed/caltech_sea_horse_009.png,train
caltech_snoopy_002,data/processed/caltech_snoopy_002.png,train
caltech_camera_005,data/processed/caltech_camera_005.png,train
caltech_Motorbikes_009,data/processed/caltech_Motorbikes_009.png,train
caltech_minaret_004,data/processed/caltech_minaret_004.png,train
caltech_tick_007,data/processed/caltech_tick_007.png,train
caltech_Faces_003,data/processed/caltech_Faces_003.png,train
caltech_inline_skate_002,data/processed/caltech_inline_skate_002.png,train
caltech_chandelier_006,data/processed/caltech_chandelier_006.png,train
caltech_rooster_003,data/processed/caltech_rooster_003.png,train
caltech_dalmatian_010,data/processed/caltech_dalmatian_010.png,train
caltech_inline_skate_010,data/processed/caltech_inline_skate_010.png,train
caltech_flamingo_head_003,data/processed/caltech_flamingo_head_003.png,train
caltech_cellphone_008,data/processed/caltech_cellphone_008.png,train
caltech_pigeon_003,data/processed/caltech_pigeon_003.png,train
caltech_camera_003,data/processed/caltech_camera_003.png,train
caltech_beaver_004,data/processed/caltech_beaver_004.png,train
caltech_inline_skate_006,data/processed/caltech_inline_skate_006.png,train
kodim10,data/processed/kodim10.png,train
caltech_strawberry_009,data/processed/caltech_strawberry_009.png,train
caltech_lotus_006,data/processed/caltech_lotus_006.png,train
caltech_pizza_005,data/processed/caltech_pizza_005.png,train
kodim17,data/processed/kodim17.png,train
caltech_water_lilly_008,data/processed/caltech_water_lilly_008.png,train
caltech_lobster_001,data/processed/caltech_lobster_001.png,train
caltech_joshua_tree_008,data/processed/caltech_joshua_tree_008.png,train
caltech_crocodile_005,data/processed/caltech_crocodile_005.png,train
caltech_ceiling_fan_003,data/processed/caltech_ceiling_fan_003.png,train
