image_id,original_filename,file_path,source_dataset,source_category,file_format,original_width,original_height,number_of_channels,file_size
caltech_Leopards_001,caltech_Leopards_001.jpg,data/raw/caltech_Leopards_001.jpg,Caltech-101,Leopards,JPEG,192,128,3,5965
caltech_Leopards_002,caltech_Leopards_002.jpg,data/raw/caltech_Leopards_002.jpg,Caltech-101,Leopards,JPEG,192,128,3,6629
caltech_Leopards_003,caltech_Leopards_003.jpg,data/raw/caltech_Leopards_003.jpg,Caltech-101,Leopards,JPEG,192,128,3,6807
caltech_Leopards_004,caltech_Leopards_004.jpg,data/raw/caltech_Leopards_004.jpg,Caltech-101,Leopards,JPEG,192,128,3,6808
caltech_Leopards_005,caltech_Leopards_005.jpg,data/raw/caltech_Leopards_005.jpg,Caltech-101,Leopards,JPEG,192,128,3,6200
caltech_Leopards_006,caltech_Leopards_006.jpg,data/raw/caltech_Leopards_006.jpg,Caltech-101,Leopards,JPEG,192,128,3,6888
caltech_Leopards_007,caltech_Leopards_007.jpg,data/raw/caltech_Leopards_007.jpg,Caltech-101,Leopards,JPEG,192,128,3,6902
caltech_Leopards_008,caltech_Leopards_008.jpg,data/raw/caltech_Leopards_008.jpg,Caltech-101,Leopards,JPEG,192,128,3,7189
caltech_Leopards_009,caltech_Leopards_009.jpg,data/raw/caltech_Leopards_009.jpg,Caltech-101,Leopards,JPEG,192,128,3,5663
caltech_Leopards_010,caltech_Leopards_010.jpg,data/raw/caltech_Leopards_010.jpg,Caltech-101,Leopards,JPEG,192,128,3,5010
caltech_Motorbikes_001,caltech_Motorbikes_001.jpg,data/raw/caltech_Motorbikes_001.jpg,Caltech-101,Motorbikes,JPEG,262,161,3,6763
caltech_Motorbikes_002,caltech_Motorbikes_002.jpg,data/raw/caltech_Motorbikes_002.jpg,Caltech-101,Motorbikes,JPEG,263,162,3,6971
caltech_Motorbikes_003,caltech_Motorbikes_003.jpg,data/raw/caltech_Motorbikes_003.jpg,Caltech-101,Motorbikes,JPEG,263,163,3,7519
caltech_Motorbikes_004,caltech_Motorbikes_004.jpg,data/raw/caltech_Motorbikes_004.jpg,Caltech-101,Motorbikes,JPEG,262,150,3,6908
caltech_Motorbikes_005,caltech_Motorbikes_005.jpg,data/raw/caltech_Motorbikes_005.jpg,Caltech-101,Motorbikes,JPEG,262,166,3,7068
caltech_Motorbikes_006,caltech_Motorbikes_006.jpg,data/raw/caltech_Motorbikes_006.jpg,Caltech-101,Motorbikes,JPEG,262,163,3,6931
caltech_Motorbikes_007,caltech_Motorbikes_007.jpg,data/raw/caltech_Motorbikes_007.jpg,Caltech-101,Motorbikes,JPEG,262,138,3,6441
caltech_Motorbikes_008,caltech_Motorbikes_008.jpg,data/raw/caltech_Motorbikes_008.jpg,Caltech-101,Motorbikes,JPEG,262,143,3,6693
caltech_Motorbikes_009,caltech_Motorbikes_009.jpg,data/raw/caltech_Motorbikes_009.jpg,Caltech-101,Motorbikes,JPEG,262,153,3,7239
caltech_Motorbikes_010,caltech_Motorbikes_010.jpg,data/raw/caltech_Motorbikes_010.jpg,Caltech-101,Motorbikes,JPEG,263,148,3,6911
caltech_accordion_001,caltech_accordion_001.jpg,data/raw/caltech_accordion_001.jpg,Caltech-101,accordion,JPEG,260,300,3,25120
caltech_accordion_002,caltech_accordion_002.jpg,data/raw/caltech_accordion_002.jpg,Caltech-101,accordion,JPEG,232,300,3,18640
caltech_accordion_003,caltech_accordion_003.jpg,data/raw/caltech_accordion_003.jpg,Caltech-101,accordion,JPEG,300,282,3,25284
caltech_accordion_004,caltech_accordion_004.jpg,data/raw/caltech_accordion_004.jpg,Caltech-101,accordion,JPEG,300,199,3,17477
caltech_accordion_005,caltech_accordion_005.jpg,data/raw/caltech_accordion_005.jpg,Caltech-101,accordion,JPEG,223,300,3,9648
caltech_accordion_006,caltech_accordion_006.jpg,data/raw/caltech_accordion_006.jpg,Caltech-101,accordion,JPEG,300,270,3,24089
caltech_accordion_007,caltech_accordion_007.jpg,data/raw/caltech_accordion_007.jpg,Caltech-101,accordion,JPEG,300,225,1,18397
caltech_accordion_008,caltech_accordion_008.jpg,data/raw/caltech_accordion_008.jpg,Caltech-101,accordion,JPEG,300,238,3,25082
caltech_accordion_009,caltech_accordion_009.jpg,data/raw/caltech_accordion_009.jpg,Caltech-101,accordion,JPEG,209,300,3,19739
caltech_accordion_010,caltech_accordion_010.jpg,data/raw/caltech_accordion_010.jpg,Caltech-101,accordion,JPEG,300,225,3,17092
caltech_airplanes_001,caltech_airplanes_001.jpg,data/raw/caltech_airplanes_001.jpg,Caltech-101,airplanes,JPEG,398,164,3,10376
caltech_airplanes_002,caltech_airplanes_002.jpg,data/raw/caltech_airplanes_002.jpg,Caltech-101,airplanes,JPEG,401,184,3,8181
caltech_airplanes_003,caltech_airplanes_003.jpg,data/raw/caltech_airplanes_003.jpg,Caltech-101,airplanes,JPEG,393,165,3,11741
caltech_airplanes_004,caltech_airplanes_004.jpg,data/raw/caltech_airplanes_004.jpg,Caltech-101,airplanes,JPEG,393,170,3,15700
caltech_airplanes_005,caltech_airplanes_005.jpg,data/raw/caltech_airplanes_005.jpg,Caltech-101,airplanes,JPEG,395,176,3,14356
caltech_airplanes_006,caltech_airplanes_006.jpg,data/raw/caltech_airplanes_006.jpg,Caltech-101,airplanes,JPEG,393,147,3,8936
caltech_airplanes_007,caltech_airplanes_007.jpg,data/raw/caltech_airplanes_007.jpg,Caltech-101,airplanes,JPEG,391,148,3,9596
caltech_airplanes_008,caltech_airplanes_008.jpg,data/raw/caltech_airplanes_008.jpg,Caltech-101,airplanes,JPEG,395,149,3,13896
caltech_airplanes_009,caltech_airplanes_009.jpg,data/raw/caltech_airplanes_009.jpg,Caltech-101,airplanes,JPEG,392,161,3,10865
caltech_airplanes_010,caltech_airplanes_010.jpg,data/raw/caltech_airplanes_010.jpg,Caltech-101,airplanes,JPEG,397,137,3,8378
caltech_anchor_001,caltech_anchor_001.jpg,data/raw/caltech_anchor_001.jpg,Caltech-101,anchor,JPEG,300,187,3,4945
caltech_anchor_002,caltech_anchor_002.jpg,data/raw/caltech_anchor_002.jpg,Caltech-101,anchor,JPEG,300,234,3,12210
caltech_anchor_003,caltech_anchor_003.jpg,data/raw/caltech_anchor_003.jpg,Caltech-101,anchor,JPEG,300,270,1,23032
caltech_anchor_004,caltech_anchor_004.jpg,data/raw/caltech_anchor_004.jpg,Caltech-101,anchor,JPEG,300,263,3,16237
caltech_anchor_005,caltech_anchor_005.jpg,data/raw/caltech_anchor_005.jpg,Caltech-101,anchor,JPEG,265,300,3,4879
caltech_anchor_006,caltech_anchor_006.jpg,data/raw/caltech_anchor_006.jpg,Caltech-101,anchor,JPEG,300,255,3,21354
caltech_anchor_007,caltech_anchor_007.jpg,data/raw/caltech_anchor_007.jpg,Caltech-101,anchor,JPEG,300,269,3,14712
caltech_anchor_008,caltech_anchor_008.jpg,data/raw/caltech_anchor_008.jpg,Caltech-101,anchor,JPEG,300,252,3,10286
caltech_anchor_009,caltech_anchor_009.jpg,data/raw/caltech_anchor_009.jpg,Caltech-101,anchor,JPEG,300,297,3,11404
caltech_anchor_010,caltech_anchor_010.jpg,data/raw/caltech_anchor_010.jpg,Caltech-101,anchor,JPEG,270,300,3,13347
caltech_ant_001,caltech_ant_001.jpg,data/raw/caltech_ant_001.jpg,Caltech-101,ant,JPEG,300,205,3,10067
caltech_ant_002,caltech_ant_002.jpg,data/raw/caltech_ant_002.jpg,Caltech-101,ant,JPEG,300,200,3,10756
caltech_ant_003,caltech_ant_003.jpg,data/raw/caltech_ant_003.jpg,Caltech-101,ant,JPEG,273,300,3,22111
caltech_ant_004,caltech_ant_004.jpg,data/raw/caltech_ant_004.jpg,Caltech-101,ant,JPEG,300,235,3,10946
caltech_ant_005,caltech_ant_005.jpg,data/raw/caltech_ant_005.jpg,Caltech-101,ant,JPEG,300,225,1,17994
caltech_ant_006,caltech_ant_006.jpg,data/raw/caltech_ant_006.jpg,Caltech-101,ant,JPEG,300,256,3,13120
caltech_ant_007,caltech_ant_007.jpg,data/raw/caltech_ant_007.jpg,Caltech-101,ant,JPEG,300,289,3,16736
caltech_ant_008,caltech_ant_008.jpg,data/raw/caltech_ant_008.jpg,Caltech-101,ant,JPEG,300,241,3,7894
caltech_ant_009,caltech_ant_009.jpg,data/raw/caltech_ant_009.jpg,Caltech-101,ant,JPEG,300,103,3,6687
caltech_ant_010,caltech_ant_010.jpg,data/raw/caltech_ant_010.jpg,Caltech-101,ant,JPEG,300,177,3,8488
caltech_barrel_001,caltech_barrel_001.jpg,data/raw/caltech_barrel_001.jpg,Caltech-101,barrel,JPEG,252,300,3,15706
caltech_barrel_002,caltech_barrel_002.jpg,data/raw/caltech_barrel_002.jpg,Caltech-101,barrel,JPEG,225,300,3,10108
caltech_barrel_003,caltech_barrel_003.jpg,data/raw/caltech_barrel_003.jpg,Caltech-101,barrel,JPEG,215,300,3,16311
caltech_barrel_004,caltech_barrel_004.jpg,data/raw/caltech_barrel_004.jpg,Caltech-101,barrel,JPEG,256,300,3,12433
caltech_barrel_005,caltech_barrel_005.jpg,data/raw/caltech_barrel_005.jpg,Caltech-101,barrel,JPEG,293,300,3,8669
caltech_barrel_006,caltech_barrel_006.jpg,data/raw/caltech_barrel_006.jpg,Caltech-101,barrel,JPEG,205,300,3,15661
caltech_barrel_007,caltech_barrel_007.jpg,data/raw/caltech_barrel_007.jpg,Caltech-101,barrel,JPEG,300,300,3,6834
caltech_barrel_008,caltech_barrel_008.jpg,data/raw/caltech_barrel_008.jpg,Caltech-101,barrel,JPEG,272,300,3,18943
caltech_barrel_009,caltech_barrel_009.jpg,data/raw/caltech_barrel_009.jpg,Caltech-101,barrel,JPEG,280,300,3,15211
caltech_barrel_010,caltech_barrel_010.jpg,data/raw/caltech_barrel_010.jpg,Caltech-101,barrel,JPEG,259,300,3,19728
caltech_bass_001,caltech_bass_001.jpg,data/raw/caltech_bass_001.jpg,Caltech-101,bass,JPEG,300,171,3,8122
caltech_bass_002,caltech_bass_002.jpg,data/raw/caltech_bass_002.jpg,Caltech-101,bass,JPEG,300,300,3,17341
caltech_bass_003,caltech_bass_003.jpg,data/raw/caltech_bass_003.jpg,Caltech-101,bass,JPEG,300,146,3,13729
caltech_bass_004,caltech_bass_004.jpg,data/raw/caltech_bass_004.jpg,Caltech-101,bass,JPEG,300,217,3,11955
caltech_bass_005,caltech_bass_005.jpg,data/raw/caltech_bass_005.jpg,Caltech-101,bass,JPEG,300,179,3,7314
caltech_bass_006,caltech_bass_006.jpg,data/raw/caltech_bass_006.jpg,Caltech-101,bass,JPEG,300,236,3,21087
caltech_bass_007,caltech_bass_007.jpg,data/raw/caltech_bass_007.jpg,Caltech-101,bass,JPEG,300,173,3,11559
caltech_bass_008,caltech_bass_008.jpg,data/raw/caltech_bass_008.jpg,Caltech-101,bass,JPEG,300,163,3,13076
caltech_bass_009,caltech_bass_009.jpg,data/raw/caltech_bass_009.jpg,Caltech-101,bass,JPEG,300,204,3,11992
caltech_bass_010,caltech_bass_010.jpg,data/raw/caltech_bass_010.jpg,Caltech-101,bass,JPEG,300,158,3,7530
caltech_beaver_001,caltech_beaver_001.jpg,data/raw/caltech_beaver_001.jpg,Caltech-101,beaver,JPEG,283,300,3,13940
caltech_beaver_002,caltech_beaver_002.jpg,data/raw/caltech_beaver_002.jpg,Caltech-101,beaver,JPEG,300,200,3,14356
caltech_beaver_003,caltech_beaver_003.jpg,data/raw/caltech_beaver_003.jpg,Caltech-101,beaver,JPEG,300,225,3,9592
caltech_beaver_004,caltech_beaver_004.jpg,data/raw/caltech_beaver_004.jpg,Caltech-101,beaver,JPEG,300,230,3,8559
caltech_beaver_005,caltech_beaver_005.jpg,data/raw/caltech_beaver_005.jpg,Caltech-101,beaver,JPEG,300,282,3,24882
caltech_beaver_006,caltech_beaver_006.jpg,data/raw/caltech_beaver_006.jpg,Caltech-101,beaver,JPEG,300,227,3,11824
caltech_beaver_007,caltech_beaver_007.jpg,data/raw/caltech_beaver_007.jpg,Caltech-101,beaver,JPEG,300,253,3,17527
caltech_beaver_008,caltech_beaver_008.jpg,data/raw/caltech_beaver_008.jpg,Caltech-101,beaver,JPEG,285,300,3,25119
caltech_beaver_009,caltech_beaver_009.jpg,data/raw/caltech_beaver_009.jpg,Caltech-101,beaver,JPEG,300,188,3,17171
caltech_beaver_010,caltech_beaver_010.jpg,data/raw/caltech_beaver_010.jpg,Caltech-101,beaver,JPEG,300,175,3,9459
caltech_binocular_001,caltech_binocular_001.jpg,data/raw/caltech_binocular_001.jpg,Caltech-101,binocular,JPEG,300,272,3,17221
caltech_binocular_002,caltech_binocular_002.jpg,data/raw/caltech_binocular_002.jpg,Caltech-101,binocular,JPEG,300,283,3,12508
caltech_binocular_003,caltech_binocular_003.jpg,data/raw/caltech_binocular_003.jpg,Caltech-101,binocular,JPEG,277,300,1,17371
caltech_binocular_004,caltech_binocular_004.jpg,data/raw/caltech_binocular_004.jpg,Caltech-101,binocular,JPEG,300,300,3,17976
caltech_binocular_005,caltech_binocular_005.jpg,data/raw/caltech_binocular_005.jpg,Caltech-101,binocular,JPEG,240,300,3,10327
caltech_binocular_006,caltech_binocular_006.jpg,data/raw/caltech_binocular_006.jpg,Caltech-101,binocular,JPEG,193,300,3,13128
caltech_binocular_007,caltech_binocular_007.jpg,data/raw/caltech_binocular_007.jpg,Caltech-101,binocular,JPEG,300,298,3,17338
caltech_binocular_008,caltech_binocular_008.jpg,data/raw/caltech_binocular_008.jpg,Caltech-101,binocular,JPEG,163,300,3,8594
caltech_binocular_009,caltech_binocular_009.jpg,data/raw/caltech_binocular_009.jpg,Caltech-101,binocular,JPEG,179,300,3,11935
caltech_binocular_010,caltech_binocular_010.jpg,data/raw/caltech_binocular_010.jpg,Caltech-101,binocular,JPEG,300,235,3,11099
caltech_bonsai_001,caltech_bonsai_001.jpg,data/raw/caltech_bonsai_001.jpg,Caltech-101,bonsai,JPEG,280,300,3,16828
caltech_bonsai_002,caltech_bonsai_002.jpg,data/raw/caltech_bonsai_002.jpg,Caltech-101,bonsai,JPEG,265,300,3,14708
caltech_bonsai_003,caltech_bonsai_003.jpg,data/raw/caltech_bonsai_003.jpg,Caltech-101,bonsai,JPEG,230,300,3,20012
caltech_bonsai_004,caltech_bonsai_004.jpg,data/raw/caltech_bonsai_004.jpg,Caltech-101,bonsai,JPEG,245,300,3,15722
caltech_bonsai_005,caltech_bonsai_005.jpg,data/raw/caltech_bonsai_005.jpg,Caltech-101,bonsai,JPEG,300,269,3,20210
caltech_bonsai_006,caltech_bonsai_006.jpg,data/raw/caltech_bonsai_006.jpg,Caltech-101,bonsai,JPEG,208,300,3,12963
caltech_bonsai_007,caltech_bonsai_007.jpg,data/raw/caltech_bonsai_007.jpg,Caltech-101,bonsai,JPEG,300,164,3,11425
caltech_bonsai_008,caltech_bonsai_008.jpg,data/raw/caltech_bonsai_008.jpg,Caltech-101,bonsai,JPEG,300,202,3,13034
caltech_bonsai_009,caltech_bonsai_009.jpg,data/raw/caltech_bonsai_009.jpg,Caltech-101,bonsai,JPEG,255,300,3,22295
caltech_bonsai_010,caltech_bonsai_010.jpg,data/raw/caltech_bonsai_010.jpg,Caltech-101,bonsai,JPEG,300,225,3,22481
caltech_brain_001,caltech_brain_001.jpg,data/raw/caltech_brain_001.jpg,Caltech-101,brain,JPEG,300,215,3,13103
caltech_brain_002,caltech_brain_002.jpg,data/raw/caltech_brain_002.jpg,Caltech-101,brain,JPEG,300,261,3,22621
caltech_brain_003,caltech_brain_003.jpg,data/raw/caltech_brain_003.jpg,Caltech-101,brain,JPEG,300,197,3,18710
caltech_brain_004,caltech_brain_004.jpg,data/raw/caltech_brain_004.jpg,Caltech-101,brain,JPEG,300,251,3,12701
caltech_brain_005,caltech_brain_005.jpg,data/raw/caltech_brain_005.jpg,Caltech-101,brain,JPEG,300,233,3,23317
caltech_brain_006,caltech_brain_006.jpg,data/raw/caltech_brain_006.jpg,Caltech-101,brain,JPEG,300,265,3,22309
caltech_brain_007,caltech_brain_007.jpg,data/raw/caltech_brain_007.jpg,Caltech-101,brain,JPEG,300,198,3,11678
caltech_brain_008,caltech_brain_008.jpg,data/raw/caltech_brain_008.jpg,Caltech-101,brain,JPEG,300,218,3,15321
caltech_brain_009,caltech_brain_009.jpg,data/raw/caltech_brain_009.jpg,Caltech-101,brain,JPEG,300,275,3,11395
caltech_brain_010,caltech_brain_010.jpg,data/raw/caltech_brain_010.jpg,Caltech-101,brain,JPEG,300,282,3,24264
caltech_brontosaurus_001,caltech_brontosaurus_001.jpg,data/raw/caltech_brontosaurus_001.jpg,Caltech-101,brontosaurus,JPEG,300,179,3,17100
caltech_brontosaurus_002,caltech_brontosaurus_002.jpg,data/raw/caltech_brontosaurus_002.jpg,Caltech-101,brontosaurus,JPEG,232,300,3,24777
caltech_brontosaurus_003,caltech_brontosaurus_003.jpg,data/raw/caltech_brontosaurus_003.jpg,Caltech-101,brontosaurus,JPEG,215,300,3,25656
caltech_brontosaurus_004,caltech_brontosaurus_004.jpg,data/raw/caltech_brontosaurus_004.jpg,Caltech-101,brontosaurus,JPEG,300,220,3,11150
caltech_brontosaurus_005,caltech_brontosaurus_005.jpg,data/raw/caltech_brontosaurus_005.jpg,Caltech-101,brontosaurus,JPEG,297,300,3,13719
caltech_brontosaurus_006,caltech_brontosaurus_006.jpg,data/raw/caltech_brontosaurus_006.jpg,Caltech-101,brontosaurus,JPEG,300,195,1,14444
caltech_brontosaurus_007,caltech_brontosaurus_007.jpg,data/raw/caltech_brontosaurus_007.jpg,Caltech-101,brontosaurus,JPEG,300,184,1,15331
caltech_brontosaurus_008,caltech_brontosaurus_008.jpg,data/raw/caltech_brontosaurus_008.jpg,Caltech-101,brontosaurus,JPEG,300,193,1,9745
caltech_brontosaurus_009,caltech_brontosaurus_009.jpg,data/raw/caltech_brontosaurus_009.jpg,Caltech-101,brontosaurus,JPEG,300,223,3,18465
caltech_brontosaurus_010,caltech_brontosaurus_010.jpg,data/raw/caltech_brontosaurus_010.jpg,Caltech-101,brontosaurus,JPEG,300,206,3,10534
caltech_buddha_001,caltech_buddha_001.jpg,data/raw/caltech_buddha_001.jpg,Caltech-101,buddha,JPEG,167,300,3,12449
caltech_buddha_002,caltech_buddha_002.jpg,data/raw/caltech_buddha_002.jpg,Caltech-101,buddha,JPEG,261,300,3,20217
caltech_buddha_003,caltech_buddha_003.jpg,data/raw/caltech_buddha_003.jpg,Caltech-101,buddha,JPEG,231,300,3,12008
caltech_buddha_004,caltech_buddha_004.jpg,data/raw/caltech_buddha_004.jpg,Caltech-101,buddha,JPEG,297,300,3,14027
caltech_buddha_005,caltech_buddha_005.jpg,data/raw/caltech_buddha_005.jpg,Caltech-101,buddha,JPEG,180,300,3,9112
caltech_buddha_006,caltech_buddha_006.jpg,data/raw/caltech_buddha_006.jpg,Caltech-101,buddha,JPEG,200,300,3,13861
caltech_buddha_007,caltech_buddha_007.jpg,data/raw/caltech_buddha_007.jpg,Caltech-101,buddha,JPEG,300,219,3,6426
caltech_buddha_008,caltech_buddha_008.jpg,data/raw/caltech_buddha_008.jpg,Caltech-101,buddha,JPEG,300,300,3,14227
caltech_buddha_009,caltech_buddha_009.jpg,data/raw/caltech_buddha_009.jpg,Caltech-101,buddha,JPEG,277,300,3,16484
caltech_buddha_010,caltech_buddha_010.jpg,data/raw/caltech_buddha_010.jpg,Caltech-101,buddha,JPEG,300,280,1,12781
caltech_butterfly_001,caltech_butterfly_001.jpg,data/raw/caltech_butterfly_001.jpg,Caltech-101,butterfly,JPEG,300,198,3,16209
caltech_butterfly_002,caltech_butterfly_002.jpg,data/raw/caltech_butterfly_002.jpg,Caltech-101,butterfly,JPEG,221,300,3,12726
caltech_butterfly_003,caltech_butterfly_003.jpg,data/raw/caltech_butterfly_003.jpg,Caltech-101,butterfly,JPEG,300,192,3,17970
caltech_butterfly_004,caltech_butterfly_004.jpg,data/raw/caltech_butterfly_004.jpg,Caltech-101,butterfly,JPEG,300,271,3,14017
caltech_butterfly_005,caltech_butterfly_005.jpg,data/raw/caltech_butterfly_005.jpg,Caltech-101,butterfly,JPEG,300,278,3,22228
caltech_butterfly_006,caltech_butterfly_006.jpg,data/raw/caltech_butterfly_006.jpg,Caltech-101,butterfly,JPEG,300,271,3,10825
caltech_butterfly_007,caltech_butterfly_007.jpg,data/raw/caltech_butterfly_007.jpg,Caltech-101,butterfly,JPEG,300,200,3,9218
caltech_butterfly_008,caltech_butterfly_008.jpg,data/raw/caltech_butterfly_008.jpg,Caltech-101,butterfly,JPEG,300,252,3,12115
caltech_butterfly_009,caltech_butterfly_009.jpg,data/raw/caltech_butterfly_009.jpg,Caltech-101,butterfly,JPEG,300,253,1,5091
caltech_butterfly_010,caltech_butterfly_010.jpg,data/raw/caltech_butterfly_010.jpg,Caltech-101,butterfly,JPEG,300,200,3,12469
caltech_camera_001,caltech_camera_001.jpg,data/raw/caltech_camera_001.jpg,Caltech-101,camera,JPEG,287,300,3,12377
caltech_camera_002,caltech_camera_002.jpg,data/raw/caltech_camera_002.jpg,Caltech-101,camera,JPEG,300,178,3,11595
caltech_camera_003,caltech_camera_003.jpg,data/raw/caltech_camera_003.jpg,Caltech-101,camera,JPEG,300,300,3,11605
caltech_camera_004,caltech_camera_004.jpg,data/raw/caltech_camera_004.jpg,Caltech-101,camera,JPEG,300,282,3,16695
caltech_camera_005,caltech_camera_005.jpg,data/raw/caltech_camera_005.jpg,Caltech-101,camera,JPEG,276,300,3,15028
caltech_camera_006,caltech_camera_006.jpg,data/raw/caltech_camera_006.jpg,Caltech-101,camera,JPEG,271,300,3,13445
caltech_camera_007,caltech_camera_007.jpg,data/raw/caltech_camera_007.jpg,Caltech-101,camera,JPEG,300,232,3,14804
caltech_camera_008,caltech_camera_008.jpg,data/raw/caltech_camera_008.jpg,Caltech-101,camera,JPEG,300,156,3,8935
caltech_camera_009,caltech_camera_009.jpg,data/raw/caltech_camera_009.jpg,Caltech-101,camera,JPEG,300,276,3,11704
caltech_camera_010,caltech_camera_010.jpg,data/raw/caltech_camera_010.jpg,Caltech-101,camera,JPEG,300,198,3,9904
caltech_cannon_001,caltech_cannon_001.jpg,data/raw/caltech_cannon_001.jpg,Caltech-101,cannon,JPEG,300,183,3,13293
caltech_cannon_002,caltech_cannon_002.jpg,data/raw/caltech_cannon_002.jpg,Caltech-101,cannon,JPEG,300,222,3,12104
caltech_cannon_003,caltech_cannon_003.jpg,data/raw/caltech_cannon_003.jpg,Caltech-101,cannon,JPEG,300,183,1,14061
caltech_cannon_004,caltech_cannon_004.jpg,data/raw/caltech_cannon_004.jpg,Caltech-101,cannon,JPEG,300,239,1,16347
caltech_cannon_005,caltech_cannon_005.jpg,data/raw/caltech_cannon_005.jpg,Caltech-101,cannon,JPEG,300,300,3,25289
