image_id,split,mean_luminance,std_luminance,skew_luminance,kurtosis_luminance,dark_pixel_ratio,bright_pixel_ratio,rms_contrast,local_variance_mean,local_variance_std,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,sobel_mean_magnitude,sobel_max_magnitude,sobel_edge_density,laplacian_variance,noise_estimate,dark_chroma_variance,shannon_entropy_y,color_entropy_mean,colorfulness,chroma_std_u,chroma_std_v
kodim04,train,97.75397491455078,37.8941764831543,0.5562589168548584,0.170701265335083,0.021336873372395832,0.00469970703125,0.3876484422104586,196.52210998535156,485.52032470703125,0.7563679695067583,0.4309663826906614,0.8115582662872712,0.24351467329831575,0.933422724378572,44.62031936645508,982.8231811523438,0.42603810628255206,488.0427551269531,2.414278192755751,41.657084465026855,7.125739315435023,7.211773256071139,56.92423656016005,7.03471565246582,17.577245712280273
kodim01,train,109.7187728881836,40.02591323852539,-0.05948226898908615,-0.7016391754150391,0.02724456787109375,0.0019200642903645833,0.36480459833899104,630.9887084960938,758.2368774414062,2.8038987557037576,0.9923198352288685,0.6455537018958704,0.18598059028508865,0.778198187517774,103.57953643798828,877.08837890625,0.7346165974934896,2310.185791015625,5.057661200300202,14.961384296417236,7.140892136681373,7.167001038827375,34.11430856840448,4.378360271453857,11.316627502441406
kodim21,train,140.23060607910156,65.63355255126953,-0.023903075605630875,-1.8352208137512207,0.00328826904296875,0.125,0.46804013701692687,171.26141357421875,409.8194274902344,1.1265374181330714,0.5502781386318981,0.7751939494068522,0.33220456273220583,0.9663930482507067,35.872989654541016,673.1098022460938,0.4269154866536458,2415.193603515625,7.693209791412656,129.53689193725586,6.709213617356789,6.892965029723821,59.79319880511042,21.156021118164062,12.615457534790039
kodim13,train,107.81314086914062,52.84754943847656,1.016332745552063,0.6781148910522461,0.04726409912109375,0.06394449869791667,0.4901772504007058,877.161865234375,1109.3199462890625,4.272151562760747,1.2848567719120263,0.5703552214181745,0.15251227015285496,0.8031416730317625,122.73926544189453,1017.0765991210938,0.8436915079752604,4629.85009765625,8.767320475387221,11.255027294158936,7.440168904744349,7.446816432111572,27.164343872245837,7.457608222961426,5.206254482269287
edge_06_mixed_hdr,train,119.48403930664062,100.11064910888672,0.005632674787193537,-1.9896254539489746,0.5,0.3735148111979167,0.8378579168562215,25.590652465820312,19.360595703125,0.5045326114041668,0.3293031011661938,0.8433098032920627,0.5002380581731821,0.9933620748034442,22.347360610961914,853.72021484375,0.22033182779947916,624.8117065429688,4.68733691213892,6.600172758102417,5.133505218187541,5.710457168429818,14.27939511490609,4.745811939239502,5.017751693725586
edge_01_smooth_gradient,train,100.64129638671875,44.056976318359375,0.0001771124661900103,-1.2003378868103027,0.10416666666666667,0.0,0.43776240432462277,0.2115383744239807,0.03045928291976452,0.010870514919724988,0.010870514919724988,0.9945647425401373,0.31556828987796165,0.9992848016106741,1.5878334045410156,4.00006103515625,0.0,0.17116445302963257,7.531449401898813e-07,0.12758854776620865,7.2528698978832775,7.315463264016846,11.361424261855948,3.8518590927124023,1.5725107192993164
edge_05_clean_flat_poster,train,123.43999481201172,10.962409973144531,0.11854474246501923,-1.4999996423721313,0.0,0.0,0.08880760162888632,1.7462298274040222e-10,8.231806208902626e-11,0.005435257459862497,0.0032611544759174973,0.9985868330604357,0.5760967773544013,0.9959254122080474,0.43250003457069397,107.239990234375,0.005208333333333333,2.4353129863739014,8.322043538009737e-09,0.0,1.584962500721156,1.584962500721156,156.19293564223048,41.105838775634766,59.482032775878906
kodim06,val,133.99444580078125,60.14194869995117,0.5432133078575134,-0.8077998161315918,0.015096028645833334,0.1478551228841146,0.4488391133803354,450.8466491699219,794.8373413085938,2.0257708867541546,0.7645525740547688,0.7171089429831917,0.1892579223406905,0.9280752499046566,76.30960845947266,936.6509399414062,0.5822881062825521,1684.4833984375,3.574766900379455,28.83791446685791,7.461569319871691,7.415783370658571,31.34345033790261,8.092184066772461,7.729396820068359
kodim12,val,162.0531005859375,45.809200286865234,-0.7458312511444092,0.5163345336914062,0.00278472900390625,0.08535512288411458,0.2826801822276287,256.6510925292969,723.7507934570312,0.8263277803572345,0.3904542917994962,0.83660462460217,0.30778451814057667,0.9494247717031831,40.55358123779297,907.3893432617188,0.34463755289713544,486.2135314941406,1.9251891348843069,12.071842193603516,6.946419231694977,7.028595306969962,34.03241752790234,6.760449409484863,10.412980079650879
kodim15,val,108.67868041992188,82.18067169189453,0.6635507941246033,-1.1617404222488403,0.19742584228515625,0.22292073567708334,0.7561802426950499,349.560546875,1053.6993408203125,1.0522163463935492,0.41918759936904815,0.8334332355898925,0.23702815788535828,0.9802248376382362,42.99773025512695,966.040771484375,0.3471883138020833,738.3405151367188,2.4171051487805926,14.969483852386475,7.420290169730837,7.305022387674953,58.69998066429913,8.458539962768555,23.160676956176758
kodim23,val,140.2421417236328,65.61744689941406,-0.02353808842599392,-1.835525631904602,0.00341033935546875,0.125,0.4678867965439078,170.65940856933594,408.82745361328125,1.1214392769175092,0.5489813373375813,0.7754938356192133,0.33223300070213235,0.9665191514568937,35.807308197021484,661.2030029296875,0.42645009358723956,2390.835205078125,7.638508967646187,134.24769592285156,6.707074521986368,6.891933302158125,59.77185419306683,21.132991790771484,12.607358932495117
edge_03_dense_texture,val,123.3788070678711,22.929147720336914,-0.016898198053240776,-1.0143132209777832,0.0,0.0,0.18584348543652257,205.892822265625,104.87484741210938,0.4569054111804065,0.4276575829487439,0.7890959913487943,0.2951112471076433,0.8927923613122263,56.170623779296875,125.97652435302734,0.8253224690755209,21.5519962310791,0.12287587331646006,0.0,6.403968196934164,6.501185613386983,65.55689723482107,21.757102966308594,21.25067138671875
kodim03,test,101.91857147216797,39.449058532714844,0.6052631139755249,0.46837544441223145,0.028076171875,0.011080423990885416,0.3870644729005367,162.4344024658203,406.74176025390625,0.604708897031739,0.32412166700845507,0.8611637647265127,0.28031768094120396,0.9507224719255541,34.18544387817383,798.3302612304688,0.267333984375,437.8128356933594,1.7942297420266988,45.883771896362305,7.081568888488013,7.125578273686341,64.56368547221257,21.078956604003906,16.79667091369629
kodim05,test,82.61604309082031,48.45227813720703,1.0666065216064453,1.3042850494384766,0.19765218098958334,0.023348490397135418,0.5864754076574177,857.666015625,1167.1878662109375,3.2073182521874952,0.9994252824682915,0.658779061560243,0.1818767027031061,0.8267930186850454,107.95052337646484,1050.0506591796875,0.7166264851888021,2432.01171875,4.726967766432317,40.43144226074219,7.378167534144422,7.401908768785884,38.61446178484322,10.936199188232422,11.166868209838867
kodim22,test,140.2635955810547,65.60090637207031,-0.02388628013432026,-1.8351414203643799,0.0033823649088541665,0.125,0.46769730686437416,171.1275177001953,408.852783203125,1.125722278250546,0.5502074845739344,0.7751319283071701,0.3321169978895272,0.9663728639215933,35.825130462646484,676.8406372070312,0.426849365234375,2415.233642578125,7.706021725082264,143.6839141845703,6.709052712468745,6.8933842564001395,59.79208214030985,21.145008087158203,12.633607864379883
kodim02,test,79.35755157470703,20.58031463623047,2.561404228210449,18.36714744567871,0.02768707275390625,0.00363922119140625,0.2593365592626638,127.68782806396484,379.8154296875,0.7132592225817364,0.4302561608500999,0.8082278659315237,0.4391085777350332,0.7986096399564313,37.59083938598633,924.97314453125,0.35370127360026044,527.0811157226562,2.309150397976089,30.012968063354492,5.5418842139290305,5.6607815297176645,62.00773604105704,5.700970649719238,12.498414993286133
kodim14,test,94.79239654541016,47.800193786621094,0.34181421995162964,-0.6444942951202393,0.13405354817708334,0.004597981770833333,0.5042618925607666,427.293701171875,673.1454467773438,1.7313385613393535,0.7226840099641868,0.7164293767856048,0.18095194440720172,0.9035193248987142,76.17518615722656,995.8272705078125,0.6694590250651041,1330.8065185546875,3.731731401288539,22.545520305633545,7.428872558161663,7.478303692651924,60.41475285046145,19.80786895751953,14.981976509094238
kodim09,test,131.8693389892578,38.146549224853516,-0.4042125642299652,0.5141818523406982,0.01171875,0.011217753092447916,0.2892753480677234,293.7469787597656,744.7802734375,1.0290690696360112,0.43112394410450716,0.8285486102782601,0.2854748759621246,0.9099587690233809,45.03367614746094,945.5451049804688,0.3010203043619792,567.9859008789062,2.2495134961798637,49.84530258178711,7.057008412912561,7.11366259825786,29.198569035069795,11.20411491394043,7.223268032073975
edge_04_sharp_ui_graphics,test,167.2954864501953,106.7864761352539,-0.6020665764808655,-1.5958133935928345,0.3377583821614583,0.6307576497395834,0.6383105591359406,342.5096130371094,1340.6552734375,0.9490993800583071,0.12594484648368176,0.9812517626871374,0.6685830615110647,0.9899476413404812,18.222700119018555,636.608154296875,0.048787434895833336,768.4993286132812,0.5733107722886585,10.317283511161804,2.0242287975622912,2.0040715934382436,34.71994763464461,10.298943519592285,11.22590160369873
edge_02_dark_noisy,test,15.173713684082031,7.264734268188477,0.3418840765953064,-0.2239084243774414,0.99932861328125,0.0,0.4787709812291079,51.950862884521484,8.766552925109863,0.5547419064390721,0.5211222211828291,0.7428008579342098,0.4956250083746759,-0.0005498309803330512,31.62445640563965,122.10559844970703,0.4958597819010417,1054.2230224609375,7.2885973659241605,48.128509521484375,4.871239342474673,5.146267055843363,20.311396060003215,6.742303371429443,7.1366963386535645
